1000
testimages/0/2f711f470f292447104bced8f427f3c3db4b91b8 0.00210613 0.00170933 0.0513547 0.204026 0.121357 0.0548882 0.291569 0.27402 0.101063 0.0261299 0.0525722 0.188367 0.411408 0.0729076 0.0494908 0.132637 0.470809 0.0663865 0.0753931 0.0533423 0.0120154 0.00197534 0.00499457 0.365591 0.086475 0.119247 0.447985 0.17558 0.0141086 0 0.0124754 0.175675 0.0591991 0.0125796 0.00648181 0.00112715 0.0189098 0.0505253 0.213105 0.395179 0.298562 0.22795 0.291378 0.0456987 0.0999216 0.0489124 0.0677881 0.162862 0.26098 0.215164 0.470809 0.0858764 0.00174972 9.42555e-06 0.00299399 0.212763 0.117772 0.10647 0.135195 0.0139722 0 0 0.054096 0.470809 0.143469 0.069227 0.003545 0.00216016 0.0154326 0.128525 0.0623253 0.0889556 0.470809 0.269556 0.0325687 0.00411246 0 0.00122088 0.0128483 0.196112 0.310786 0.231536 0.388799 0.06274 0 0 0.00109828 0.018457 0.0321186 0.193554 0.451053 0.0430601 7.77903e-05 0.000237742 0.00179217 0.024086 0.149171 0.387848 0.00543922 0.00903633 0.041739 0.0180693 0.0012789 0.00052455 0.470809 0.470809 0.000774793 4.09317e-06 7.50963e-06 3.21943e-05 0.00527495 0.0299873 0.195112 0.128742 0.0310946 0.00527501 0.00140338 0.00435773 0.148345 0.111529 0.027755 0.0753152 0.0870307 0.00333564 0.000893746 0.00551788 0.235741 0.166359
testimages/0/2f711f470f292447104bced8f427f3c3db4b91b8 0.00227023 0.0227364 0.0732809 0.0522392 0.404893 0.516498 0.122899 0.0143386 0.0949617 0.0999679 0.203648 0.0412249 0.0447085 0.107316 0.244923 0.19963 0.413146 0.302851 0.0763528 0.0215509 0.0220734 0.039226 0.0480303 0.138581 0.269805 0.328161 0.0501193 0.00863365 0.000230813 6.91988e-05 0.0034832 0.060438 0.00323456 0.0172685 0.115146 0.258867 0.189792 0.359411 0.299975 0.0347059 0.151695 0.038714 0.115041 0.0690609 0.0127851 0.0328609 0.471599 0.158799 0.516498 0.177359 0.00481229 0.00882962 0.00347692 0.00843621 0.0575195 0.233209 0.298386 0.117042 0.0115249 0.0115729 0.000948794 0.00336979 0.119852 0.148045 0.000747827 0.0192088 0.224606 0.516498 0.0588347 0.00439519 0.00467302 0.00208128 0.146375 0.226617 0.277951 0.321183 0.101811 0.00246089 0.0119332 0.0194555 0.516498 0.516498 0.114422 0.0554342 0.0163079 0.00085604 0.00954255 0.0787027 0.110275 0.136888 0.142378 0.0557266 0.0345334 0.0327415 0.0756507 0.0719885 0 0.00206176 0.00530948 0.00546822 0.00254063 0 0 0 0.0242423 0.254609 0.0250296 0.0303144 0.0564168 0.00134172 0 0 0.0655472 0.516498 0.154827 0.0545076 0.0797311 0.000907482 0 0 0.00339896 0.0600885 0.14174 0.20075 0.337264 0.0747766 0.0172497 0.00352669
testimages/0/2f711f470f292447104bced8f427f3c3db4b91b8 0.00228438 0.039824 0.0621909 0.000599815 0.00183889 0.189385 0.487339 0.0386286 0.00605146 0.00767795 0.0323153 0.0207038 0.0305368 0.383857 0.487339 0.0572697 0.0311215 0.0289365 0.0354995 0.00647904 0.00338804 0.0788446 0.487339 0.214987 0.0916614 0.00478719 0.00093375 0.00369789 0.00416591 0.032171 0.188346 0.339402 0.0747136 0.0239661 0.0383278 0.000332378 0.00211667 0.0489235 0.487339 0.218589 0.367163 0.158067 0.372374 0.0840704 0.0456563 0.120081 0.133893 0.134198 0.0905481 0.132395 0.485619 0.192359 0.155786 0.0227458 0.0755023 0.0887756 0.45812 0.119744 0.0124843 0.0103777 0.0221301 0.0095473 0.0154233 0.13365 0.0830227 0.097784 0.487339 0.103137 9.22633e-05 0 0.0134288 0.0345108 0.487339 0.215409 0.133383 0.060067 0.0413389 0.0106468 0.00192179 0.0855161 0.183732 0.154947 0.125985 0.220844 0.432365 0.0472774 0.00506225 0.0190372 0.207856 0.487339 0.117217 0.0363547 0.0328882 0.00658595 0.00307941 0.00949324 0.0131258 0.0406919 0.204862 0.176247 0.0078782 0.00113881 0.0106616 0.0392571 0.189601 0.262537 0.0904628 0.0856921 0.0607107 0.0424134 0.00243706 0.00445888 0.284022 0.160656 0.0191402 0.0160432 0.10938 0.1061 0.0052507 0.0192532 0.188739 0.286057 0.0385478 0.00222131 0.000417091 0.0125148 0.0181333 0.0228177
testimages/0/2f711f470f292447104bced8f427f3c3db4b91b8 0.00259411 0.0150855 0.0357952 0.0231852 0.0159227 0.258786 0.432332 0.0817664 0.0420167 0.0445099 0.0369845 0.00519674 0.0327152 0.0597525 0.423148 0.255438 0.0151212 0.0880842 0.130517 0.0196519 0.0975086 0.103338 0.0684318 0.0281771 0.012457 0.0716518 0.153754 0.040941 0.00152467 0.0185134 0.0627522 0.0163858 0.0831735 0.00634696 0.000997224 0.130443 0.160235 0.32348 0.262259 0.093586 0.513494 0.26857 0.0106991 0.0134308 0.009823 0.0111873 0.18115 0.33225 0.203158 0.441604 0.304637 0.0223945 0.00675144 0.00607757 0.0115469 0.0235079 0.0031086 0.0380726 0.253264 0.153519 0.128557 0.0436008 0.00335735 0.000353912 0.0818199 0.0631432 0.0509386 0.0958114 0.147288 0.134942 0.102737 0.0237899 0.513494 0.235204 0.0370575 0.0117881 0.0303316 0.0151151 0.00158189 0.230414 0.513494 0.0789539 0.0269218 0.0107324 0.0521274 0.104253 0.00196585 0.0979724 0.000774938 0.000527079 0.00767815 0.022446 0.203816 0.513494 0.0144267 0.000793385 0.015577 0.384983 0.225258 0.00321888 0.00533967 0.0188903 0.0312555 0.00936519 0.513494 0.426383 0.123231 0.000824349 0.00170285 0.00487854 0.00596419 0.0358531 0.351392 0.0414481 0.000297494 0.00155167 0.14677 0.312795 0.0127725 0.0411672 0.0103311 0.00861408 0.0157986 0.00762378 0.161186 0.513494 0.0100486 0.00250957
testimages/0/2f711f470f292447104bced8f427f3c3db4b91b8 0.00267105 0.00249239 0.0208984 0.131328 0.457674 0.457674 0.013026 0.00302395 0.0587966 0.0365308 0.132431 0.196742 0.176812 0.168547 0.0511563 0.0349353 0.0293841 0.101861 0.36059 0.404735 0.0729417 0.0838506 0.0219682 0.0204806 0.231012 0.457674 0.156073 0.0346237 0.00537763 0.0115337 0.00855851 0.00619012 0.0122406 0.00716622 0.16266 0.264789 0.274374 0.283657 0.065048 0.0704047 0.124105 0.0355454 0.159085 0.249674 0.343227 0.120265 0.0515132 0.15545 0.457674 0.218194 0.381318 0.127481 0.0226409 0.0194994 0.0257825 0.235007 0.0714017 0.409624 0.275454 0.0184695 0.0177461 0.0647331 0.00459521 0.00737154 0.10335 0.00386507 0.00836678 0.0149316 0.0525363 0.278722 0.170311 0.315546 0.179359 0.19372 0.00322887 0.0227834 0.35927 0.457674 0.0313043 0.0241386 0.457674 0.384099 0.00321944 0.000673209 0.0248907 0.0301033 0.0153969 0.0813447 0.0853505 0.0191223 0.0049258 0.0019342 0.00738748 0.0799737 0.0236938 0.0217357 0.0366169 0.00900562 0.00896347 0.0043274 0.00632541 0.214752 0.233449 0.0783185 0.368605 0.225937 0.0112563 2.15635e-05 0.013243 0.157488 0.069493 0.208872 0.312583 0.271881 0.0200518 0.00940976 0.000477536 0.00178408 0.00169076 0.15111 0.0370365 0.0231866 0.0245644 0.00907151 0.00762153 0.00649328 0.00234819 0.00430124
testimages/0/2f711f470f292447104bced8f427f3c3db4b91b8 0.00269134 0.0102098 0.0205123 0.0362714 0.00978079 0.167059 0.570085 0.0108261 0.0559619 0.000320474 0.0163496 0.0489208 0.0109722 0.152567 0.570085 0.223482 0.315516 0.00507221 0.00284449 0.0352213 0.0945468 0.0527507 0.252372 0.350943 0.0190734 0.0115889 0.00850589 0.0633294 0.16935 0.0371047 0.0556328 0.0818971 0.108527 0.0905952 0.100982 0.146804 0.0464245 0.030721 0.0429766 0.0322352 0.206973 0.0132443 0.0631085 0.241661 0.414927 0.103509 0.0520947 0.120741 0.570085 0.0277763 0.000594767 0.0260665 0.104918 0.0173471 0.0176011 0.23174 0.0676331 0.0252022 0.00600791 0.0766715 0.48092 0.0395576 0.0143123 0.0244927 0.0502018 0.0203957 0.0387009 0.23595 0.181715 0.10673 0.109962 0.082648 0.267406 0.0785509 0.00609937 0.0360393 0.476003 0.296497 0.0812817 0.0339251 0.570085 0.197507 0.00149768 0.0141411 0.109832 0.00675932 0.00362111 0.0356458 0.0705144 0.0255607 0.00372725 0.106882 0.448058 0.00951996 0.00317359 0.0174781 0.000255349 0.00423397 0.0363856 0.196591 0.265627 0.231298 0.0569412 0.000215973 0.194118 0.124199 0.181995 0.0728761 0.177959 0.0956476 0.0185233 0.0437613 0.570085 0.237351 0.043909 0.00648454 0.0396214 0.0033101 0.00268068 0.0780853 0.0322311 0.00423858 0.00525357 0.180561 0.223532 0.00635728 0.00189102 0.010614
testimages/0/2f711f470f292447104bced8f427f3c3db4b91b8 0.00286219 0.0174804 0.168311 0.158665 0.216102 0.0508591 0.0142329 0.00759224 0.308655 0.0205264 0.00136815 0.0199517 0.214715 0.119278 0.0308606 0.121231 0.524877 0.259762 0.105254 0.0477219 0.0114962 6.62634e-05 0.00124583 0.157355 0.0444195 0.0586608 0.0993299 0.425553 0.343015 0.0381771 0.036422 0.018313 0.0611074 0.0319413 0.117367 0.524877 0.306542 0.00587309 4.97776e-06 0.0131127 0.247078 0.0562447 0.11695 0.524877 0.242712 0.0168336 0.00142058 0.124288 0.524877 0.189245 0.0493875 0.0282718 0.00968564 0.00123848 0.00159215 0.38345 0.203427 0.0165021 0.0329481 0.340501 0.320559 0.011709 0.00597299 0.0638158 0.275774 0.0189494 0.0466363 0.485799 0.0989669 0.0436277 0.0226433 0.133578 0.0307457 0.15644 0.344809 0.524877 0.206005 0.0535698 0.00534855 0.00324106 0.324157 0.524877 0.259985 0.0606251 0.00780568 0.00184506 0.005384 0.0453504 0.133371 0.0271235 0.0242102 0.105436 0.073123 0.00913123 0.0144053 0.0882979 0.128684 0.0186804 0.0148975 0.0127019 0.0414979 0.126212 0.0721521 0.16385 0.0561953 0.0941171 0.0320355 0.0365948 0.0980626 0.179658 0.0191791 0.00963336 0.0691594 0.132695 0.101728 0.0438052 0.00964088 0.0139835 0.00616397 0.00649584 0.0958843 0.0209188 0.0603543 0.0334045 0.0118545 0.0245784 0.0100645 0.0343331
testimages/0/2f711f470f292447104bced8f427f3c3db4b91b8 0.00293381 0.016847 0.0106018 0.0392793 0.422541 0.27083 0.0877438 0.000760497 0.00839546 0.0406634 0.0206991 0.012536 0.0369726 0.380854 0.430148 0.00587515 0.0144888 0.013761 0.0165727 0.0132191 0.0125833 0.392921 0.29278 0.0210134 0.134445 0.106481 0.0109645 0.0102738 0.0121822 0.0393373 0.110623 0.124015 0.00565728 0.00560674 0.000138827 0.184162 0.500786 0.223743 0.0467162 0.00115197 0.177568 0.183036 0.0880889 0.0558005 0.18295 0.151764 0.221823 0.0336144 0.064097 0.234107 0.325568 0.143382 0.00655074 0.0593097 0.0619075 0.0173876 0.19117 0.500786 0.102255 0.0572416 0.00893059 0.00402389 0.00605829 0.00948555 0.00428028 0.00162703 0.00406192 0.121709 0.500786 0.310455 0.0249031 0.00350946 0.226507 0.0704923 0.0426845 0.0644838 0.278267 0.0363943 0.0421065 0.245994 0.349342 0.297117 0.0829165 0.0282586 8.04115e-05 0.000788231 0.0770437 0.193576 0.326364 0.434203 0.0537818 0.0542175 0.00915787 1.05894e-05 0 0.00421694 0.0029646 0.0154158 0.246199 0.308466 0.170496 0.110769 0.0127246 0.00012429 0.0248111 0.20809 0.500786 0.232392 0.0501053 0.00503103 0.00471778 0.0314062 0.129924 0.500786 0.208202 0.000427458 1.22434e-06 8.02971e-05 0.00805671 0.0289514 0.110036 0.2935 0.0378264 0.00472982 0.00563893 0.0133359 0.00611536 0.00585918
testimages/0/2f711f470f292447104bced8f427f3c3db4b91b8 0.00320826 0.00466466 0.0567516 0.0903849 0.0419609 0.086481 0.0195824 0.00527024 0.109837 0.0190362 0.062418 0.112325 0.0642023 0.0361827 0.0379834 0.241415 0.630119 0.00817859 0.00443296 0.0069191 0.00204114 0.00187723 0.0120298 0.630119 0.233845 0.00973258 0.0345134 0.128893 0.0908227 0.0764651 0.0332376 0.102176 0.00556088 0.00328757 0.00325365 0.00848452 0.0212517 0.0171401 0.00930824 0.00836117 0.15444 0.0140655 0.0116772 0.0505836 0.170322 0.176438 0.0607137 0.0615685 0.630119 0.280384 0.00363849 0.00608752 0.0100703 0.0265713 0.0273286 0.182054 0.536452 0.110783 0.0320704 0.0643839 0.0340015 0.128921 0.0167661 0.0675384 0.000205051 0.000661447 0.00135758 0.00329266 0.0177271 0.0133613 0 1.02538e-05 0.24937 0.0151105 0.0335841 0.0278345 0.239305 0.184516 0.00682774 0.0480253 0.630119 0.238147 0.0119219 0.00383179 0.0193075 0.024814 0.00979916 0.462221 0.266446 0.105115 0.00396838 0.00141452 0.269908 0.515227 0.0376431 0.126851 0 0 0 5.18978e-05 0.000295817 0.000549973 0 0 0.0633204 0.0331227 0.082411 0.0628496 0.0123119 0.00904498 0.000654847 0.00841827 0.630119 0.14205 0.0362176 0.0236867 0.00702605 0.0170728 0.0263462 0.226339 0.247986 0.0113823 0.0237257 0.0453773 0.389588 0.268683 0.079647 0.107258
testimages/0/2f711f470f292447104bced8f427f3c3db4b91b8 0.00327026 0.00796492 0.0273464 0.129996 0.0463961 0.0979375 0.275763 0.18392 0.0141587 0.0868343 0.248542 0.144546 0.0212815 0.152576 0.341942 0.0352153 0.136673 0.18062 0.122137 0.0123005 0.0267708 0.0707075 0.181576 0.208169 0.0637831 0.0709376 0.130227 0.110067 0.18701 0.0463061 0.0153286 0.0524378 0.0566688 0.0523922 0.0798153 0.325853 0.14033 0.170094 0.235221 0.0959467 0.420625 0.14072 0.0730351 0.0487546 0.00756189 0.0890302 0.255751 0.112752 0.215801 0.117035 0.134467 0.040692 0.0297419 0.0464371 0.0925582 0.12954 0.0696164 0.0241263 0.0517416 0.0238036 0.00910054 0.0642356 0.28055 0.0997269 0.0734465 0.0786188 0.215212 0.462759 0.0977295 0.0509785 0.0398702 0.185803 0.311137 0.0707153 0.135976 0.436352 0.121545 0.14671 0.10349 0.0961058 0.0371113 0.010368 0.00726467 0.0136336 0.0702761 0.281799 0.462759 0.18585 0.0185313 0.0324088 0.0231305 0.0147915 0.0120796 0.0416967 0.345127 0.288219 0.0384167 0.000842256 0.00352693 0.0844072 0.0823125 0.347798 0.352113 0.322271 0.000324819 0.00155447 0.0080929 0.0940472 0.167503 0.462759 0.394646 0.0011416 0.013605 0.00539629 0.00414334 0.00108229 0.0543266 0.462759 0.451701 0.0889329 0.158524 0.033528 0.00120567 5.04286e-05 0.000206391 0.0247075 0.314406 0.339556
